Source Item Code,Source / product name,FnB inventory identities in group,Proposed canonical inventoryItemId,Canonical product name,Canonical selection reason,Superseded identities,May source-row presence,June source-row presence,Physical locations represented,Physical location names,Count lines to repoint,External-mapping coverage,Material pack/UOM compatibility,Expected valuation delta
599178,carmel road pinot noir mont sc 21,2,7b8d69c6-9c5a-4d6c-9349-41e25f7a7d42,CARMEL ROAD PINOT NOIR MONT(SC) 21,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
600155,mondavi cab sauv oakville 21,2,8180d3b0-a4a1-4e65-9411-15a6767be4c7,MONDAVI CAB SAUV OAKVILLE 21,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
600799,nickel nickel cab sv quicksilver21,2,98cef9c3-25ef-49d5-9508-2e218ebb9197,NICKEL&NICKEL CAB SV QUICKSILVER21,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
600943,blandys madeira duke of clar,2,620f5580-6c80-4d29-b4f5-d5d15b7c3844,BLANDYS MADEIRA DUKE OF CLAR,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | member lounge,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
601318,silver palm cabernet sauvignon 21,3,aba5941a-2c09-49e4-b30b-2f31a53a031c,SILVER PALM CABERNET SAUVIGNON 21,decided on downstream references (13 vs 4),2,Yes,Yes,3,grill room | liquor cage | member lounge,0,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
602594,charles smith velv devil mer sc,2,a02566d8-12ff-44a4-bc20-8d19840ea9f0,CHARLES SMITH VELV DEVIL MER(SC),decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
603184,smirnoff vanilla,6,a32d28d2-ccd2-486d-a78f-a9df744e0c39,Smirnoff - Vanilla,decided on downstream references (25 vs 5),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pastry shop,3,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
603390,imagery pinot noir monterey,2,5d8d44d0-8092-44e8-94f2-3a275ea11049,IMAGERY PINOT NOIR MONTEREY,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
603441,prisoner red blend 22,2,04fd2e20-c7a8-4b36-9e8a-10a19a258c0b,PRISONER RED BLEND 22,decided on downstream references (12 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
604098,basil hayden two by two rye,2,e0815760-dba9-42c8-9341-65b6e661cce7,Basil Hayden - Two By Two Rye,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | mens locker room,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
6046902,pork butt boneless,2,00b7a147-5822-4746-be1a-97ff27f1871f,Pork - Butt Boneless,decided on downstream references (13 vs 5),1,Yes,Yes,2,main freezer | main walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=1,$0.00
606422,cloudy bay pinot noir sc 21,2,8366a1a7-422e-4dd4-ac7f-1442da4f2103,CLOUDY BAY PINOT NOIR(SC)21,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
606739,campari,6,3f5c9db7-77fa-475f-a350-0e9ccc0a6d1b,Campari,decided on downstream references (26 vs 5),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pool cafe,3,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
6072219,ginger pickled,2,4f6fe195-779e-47e7-8f1d-910d94b4ceea,Ginger - Pickled,decided on downstream references (13 vs 5),1,Yes,Yes,2,main walk in | produce walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
608058,rapaura spring sauv bl cl sc 23,2,5e7c4fe1-99c8-4249-a381-56fe7eeaba81,RAPAURA SPRING SAUV BL CL (SC) 23,decided on downstream references (13 vs 5),1,Yes,Yes,3,bay window bar | halfway house | liquor cage,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
60904,surfside vodka lemonade strawberry c24 12oz 4p,2,64d5928d-4475-443a-9f9e-9546edbe9f63,SURFSIDE VODKA LEMONADE STRAWBERRY C24 12OZ 4P,decided on downstream references (15 vs 5),1,Yes,Yes,3,beer cage | liquor cage | pool cafe,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=ea; source case qty=1,$0.00
610612,duckhorn cabernet sauvignon 21,2,1893fe0a-54b8-46a7-be94-29dbc05927d0,DUCKHORN CABERNET SAUVIGNON 21,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
611292,the calling cab sauv paso robles21,4,fcb1f324-26d6-424a-ade3-1c71f534db7d,THE CALLING CAB SAUV PASO ROBLES21,decided on downstream references (16 vs 4),3,Yes,Yes,4,liquor cage | member lounge | mens locker room | wine cellar,0,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
6115315,sweet n low,4,231e141f-820a-47f5-9412-5d579ed126a0,Sweet n Low,decided on downstream references (20 vs 5),3,Yes,Yes,4,bay window | dry storeroom | halfway house | mens locker room,3,1 mapping record(s) across 1 of 4 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
612200,leroux cherry brandy 70,3,461d9d31-bdfc-47cb-9567-05f1a81d4869,LEROUX CHERRY BRANDY 70,decided on downstream references (14 vs 5),2,Yes,Yes,3,liquor cage | member lounge | pastry shop,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
612332,ruffino brun di mont grep ma,2,11b98743-5f99-414f-b62d-04c77b4a665c,RUFFINO BRUN DI MONT GREP MA,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
613208,browne can sauv heritage 22,2,711dccdc-b607-4c9b-b222-5e599726afb2,BROWNE CAN SAUV HERITAGE 22,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
614043,smirnoff pineapple,2,42bd030d-0709-4630-bba9-61fc82e40da2,Smirnoff - Pineapple,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | pool cafe,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
614250,don julio blanco,3,f113d9aa-5c89-43b4-a36d-6ba8cda6aedc,Don Julio - Blanco,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window bar | liquor cage | mens locker room,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=6,$0.00
6160212,cheese parmesan shredded,3,be940d3e-c2ef-40cf-ba73-3e1f2d4c914d,Cheese - Parmesan Shredded,decided on downstream references (17 vs 5),2,Yes,Yes,3,bay window | cafe | produce walk in,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lb; source case qty=2,$0.00
617052,red schooner voyage 12 750ml,2,5cf09ed6-d9d2-4035-be08-8d6566cbc381,RED SCHOONER VOYAGE 12 750ML,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
618439,anakota cab sauv knights valley 21,2,bd433c40-1c7b-489b-95de-7af766bc4f8b,ANAKOTA CAB SAUV KNIGHTS VALLEY 21,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
618587,summer dreams p noir stargazing 22,2,f96af589-71a0-4b9d-8a2d-1b792b0bc7e8,SUMMER DREAMS P NOIR STARGAZING 22,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
621083,the calling pinot noir 22,2,ddfff305-eba7-4b16-ba0e-96663c552936,THE CALLING PINOT NOIR 22,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
621129,cristom pinot noir louise 6pk 21,2,79f62b64-f295-45a8-850d-d397522067cb,CRISTOM PINOT NOIR LOUISE 6PK 21,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
621905,dom gachot monot cote d nuit vil22,2,4220d1f3-51ee-4edb-aaef-4bcb720df657,DOM GACHOT MONOT COTE D NUIT VIL22,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
6219331,maple syrup,2,857530e0-d8a8-48c4-ad94-8a7f5f30fe41,Maple Syrup,decided on downstream references (12 vs 5),1,Yes,Yes,2,dry storeroom | main walk in,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=gal; source case qty=1,$0.00
621971,northstar merlot 21,2,b5ffa80c-c2c6-4ee3-82c0-86a9c3a4a7da,NORTHSTAR MERLOT 21,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
622484,nickel nickel cab sauv sulle,2,96f4cfc3-0b52-4cae-8ee1-0123e334e1e0,NICKEL&NICKEL CAB SAUV SULLE,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
622488,nickel nickel cab sauv st rc,3,5e44d280-1d2d-4ca0-919e-7985180d60e5,NICKEL&NICKEL CAB SAUV ST RC,decided on downstream references (17 vs 7),2,Yes,Yes,3,cafe | liquor cage | wine cellar,1,2 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
622750,otr blue hawaiian cruzan lid rel40,2,d8d20182-8973-4af2-98d4-96b1254304b3,OTR BLUE HAWAIIAN CRUZAN LID REL40,decided on downstream references (10 vs 5),1,Yes,Yes,2,liquor cage | pool cafe,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
623213,pio cesare barbaresco bricco 15 wd,2,847d548c-6373-4d3d-ae1e-0ad306cd09ab,PIO CESARE BARBARESCO BRICCO 15 WD,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
624169,terras gauda albarino abadia,3,a3420e6c-e365-4f74-a293-bd758d41e458,TERRAS GAUDA ALBARINO ABADIA,decided on downstream references (13 vs 5),2,Yes,Yes,3,liquor cage | member lounge | pool cafe,2,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
626043,santa teresa rum,2,a0064d38-2d6c-4f86-b297-f3822100a4b1,Santa Teresa - Rum,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | mens locker room,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
627195,opus one overture 21 wd,2,dbc56838-e87f-4969-8fff-22715399094e,OPUS ONE OVERTURE 21 WD,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
627197,opus one 21 wd,2,87c10255-8ae4-4438-9d1c-c3e20e6b34a3,OPUS ONE 21 WD,decided on downstream references (11 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
6278022,vinegar balsamic white,2,c429536b-aa2b-4969-8347-8eb6750cdca8,Vinegar - Balsamic White,decided on downstream references (12 vs 4),1,Yes,Yes,2,dry storeroom | main kitchen,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=2,$0.00
627849,stags leap wn cel cab sauv s,2,d7476382-cbe6-457e-8729-3fed8075add8,STAGS LEAP WN CEL CAB SAUV S,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
627873,rapaura springs sauv bl rsv,6,9f179fb7-038c-42cf-8d75-3a4e26324bc6,RAPAURA SPRINGS SAUV BL RSV(,decided on downstream references (27 vs 8),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pool cafe,5,2 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
629497,stags leap wn cel cab sv cas,2,d056793d-e62e-42d2-b903-48b59c2bb02c,STAGS LEAP WN CEL CAB SV CAS,decided on downstream references (13 vs 5),1,Yes,Yes,2,liquor cage | wine cellar,1,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
629558,caymus cabernet sauvignon na,2,d2f4991a-025e-4862-8648-f23f0ef838f7,CAYMUS CABERNET SAUVIGNON NA,decided on downstream references (10 vs 4),1,Yes,Yes,2,liquor cage | wine cellar,0,1 mapping record(s) across 1 of 2 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
631029,laphroaig scotch 10yr,3,715fd3d1-6d92-4806-980d-f854e457b93b,Laphroaig - Scotch 10yr,decided on downstream references (14 vs 5),2,Yes,Yes,3,liquor cage | member lounge | mens locker room,1,1 mapping record(s) across 1 of 3 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=not supplied; source case qty=not supplied,$0.00
631498,crown royal,6,8d624b0a-3ac0-4159-a0d3-c22831f65e7d,Crown Royal,decided on downstream references (27 vs 5),5,Yes,Yes,6,bay window bar | grill room | liquor cage | member lounge | mens locker room | pool cafe,4,1 mapping record(s) across 1 of 6 identity/identities; sibling records=0,Compatible; 1 candidate pack/UOM signature(s); source UOM=lt; source case qty=12,$0.00
